Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Bari,30,38.0,12400,16003,77.5,222215,86473,5443,6278,86.7,5376,6384,84.2,1292,2532,51.0,25,34.4,34.0,-9.4,381,1131,311,110,1294
vs Brescia,26,38.0,14128,17932,78.8,253385,97027,6086,6949,87.6,6194,7309,84.7,1467,2646,55.4,33,31.0,34.9,2.0,393,1090,360,135,1477
vs Carrarese,33,38.0,13130,16991,77.3,239396,91224,5496,6351,86.5,5794,6884,84.2,1477,2853,51.8,29,30.6,37.6,-1.6,393,1177,310,94,1425
vs Catanzaro,28,38.0,11964,15316,78.1,210699,77522,5328,6010,88.7,5087,6117,83.2,1214,2404,50.5,30,34.8,37.6,-4.8,341,937,300,92,1278
vs Cesena,27,38.0,14653,18162,80.7,263320,91297,6111,6910,88.4,6720,7671,87.6,1460,2681,54.5,33,34.4,35.4,-1.4,330,1079,267,85,1353
vs Cittadella,33,38.0,13865,18073,76.7,254137,101501,5913,6858,86.2,5826,6978,83.5,1710,3174,53.9,26,37.3,38.6,-11.3,394,1089,353,114,1348
vs Cosenza,31,38.0,12123,15973,75.9,225123,89290,5003,5823,85.9,5345,6392,83.6,1465,2847,51.5,37,35.9,34.6,1.1,345,1068,285,102,1285
vs Cremonese,29,38.0,10117,13678,74.0,184597,77543,4351,5098,85.3,4186,5126,81.7,1239,2594,47.8,23,25.8,26.6,-2.8,271,724,220,67,931
vs Frosinone,38,38.0,14588,18020,81.0,261409,92161,6146,6950,88.4,6751,7710,87.6,1400,2541,55.1,34,35.9,38.7,-1.9,351,1174,301,120,1400
vs Juve Stabia,29,38.0,10198,14315,71.2,186261,83126,4334,5327,81.4,4399,5543,79.4,1178,2509,47.0,25,26.1,29.9,-1.1,321,875,265,90,1110
vs Mantova,26,38.0,9507,12762,74.5,174523,74283,4197,4929,85.1,3792,4657,81.4,1212,2361,51.3,44,40.2,36.8,3.8,382,903,303,100,1205
vs Modena,30,38.0,13649,17402,78.4,237806,88599,6043,6932,87.2,5891,6975,84.5,1281,2527,50.7,29,31.5,36.1,-2.5,346,1203,297,101,1443
vs Palermo,29,38.0,13148,16716,78.7,228972,87873,6034,6753,89.4,5454,6459,84.4,1270,2564,49.5,29,35.6,35.5,-6.6,376,979,278,97,1271
vs Pisa,33,38.0,13467,17671,76.2,244096,87658,5577,6531,85.4,6054,7221,83.8,1451,2893,50.2,22,23.6,25.7,-1.6,258,1041,258,87,1297
vs Reggiana,30,38.0,14661,18431,79.5,266345,95239,6061,6846,88.5,6792,7906,85.9,1486,2799,53.1,39,30.0,36.8,9.0,364,1216,328,115,1487
vs Salernitana,42,38.0,12928,16441,78.6,233474,88895,5569,6360,87.6,5586,6527,85.6,1428,2646,54.0,33,35.0,39.4,-2.0,316,966,315,90,1262
vs Sampdoria,38,38.0,12594,16343,77.1,221259,85827,5676,6546,86.7,5275,6297,83.8,1247,2494,50.0,33,31.5,33.7,1.5,363,927,249,93,1230
vs Sassuolo,34,38.0,13917,17550,79.3,245940,86748,6141,6964,88.2,6160,7127,86.4,1295,2548,50.8,28,31.2,32.7,-3.2,356,1024,282,118,1320
vs Spezia,27,38.0,11163,15121,73.8,205636,82175,4826,5734,84.2,4759,5864,81.2,1346,2720,49.5,23,27.3,26.0,-4.3,321,780,235,77,1051
vs Südtirol,32,38.0,14014,17991,77.9,252258,92791,5956,6882,86.5,6078,7243,83.9,1551,2928,53.0,40,32.9,36.1,7.1,394,1139,333,123,1363
