Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Arouca,28,52.3,34.0,19785,2316,7206,8723,4000,532,19776,456,201,44.1,217,47.6,10623,49292,24971,418,335,97,557,278,12520,1175
AVS Futebol,33,44.0,34.0,17581,2194,6615,7674,3492,472,17576,543,229,42.2,280,51.6,8462,41796,19493,388,277,80,550,254,10226,863
Benfica,35,58.0,34.0,22577,1602,5661,10425,6680,1027,22565,721,303,42.0,392,54.4,13384,68897,35161,684,480,165,528,270,15289,1861
Boavista,32,40.3,34.0,15990,1833,5413,7350,3370,505,15983,394,163,41.4,205,52.0,7632,35063,16520,264,234,47,508,213,8671,880
Braga,35,56.8,34.0,22526,1793,6304,10970,5462,781,22520,561,278,49.6,245,43.7,12870,62689,31563,602,390,184,475,250,15168,1496
Casa Pia,32,46.7,34.0,17574,2383,6847,7578,3354,494,17570,516,246,47.7,237,45.9,9433,45973,21832,397,237,99,549,213,10298,951
Estoril,28,48.9,34.0,19080,1865,6705,8674,3878,523,19072,664,257,38.7,370,55.7,9857,45170,20402,403,314,85,570,306,11746,1039
Estrela,40,44.8,34.0,16764,2030,6194,7434,3326,462,16760,633,285,45.0,303,47.9,7546,39541,18625,354,240,64,650,284,9128,863
Famalicão,31,50.4,34.0,18939,2151,6917,7961,4237,580,18933,633,253,40.0,322,50.9,10454,51945,24955,437,332,104,523,301,11666,1230
Farense,37,41.3,34.0,15786,2180,6142,6378,3450,522,15783,543,237,43.6,274,50.5,7060,37613,18397,354,237,64,555,262,8069,866
Gil Vicente FC,34,50.6,34.0,19987,2354,7785,8694,3678,555,19983,560,234,41.8,300,53.6,11006,53858,27545,451,322,102,532,300,12902,1091
Moreirense,31,47.5,34.0,18482,2245,7342,7889,3445,471,18477,524,235,44.8,255,48.7,9757,46563,22699,416,299,84,551,300,11246,927
Nacional,31,47.5,34.0,17042,2075,6480,7156,3613,556,17037,545,239,43.9,258,47.3,8471,47499,25264,466,355,81,549,242,9653,955
Porto,32,61.7,34.0,22533,1710,5984,10789,5951,861,22522,575,234,40.7,307,53.4,12975,66521,33687,578,436,146,495,295,15901,1631
Rio Ave,36,47.8,34.0,18711,2368,7215,8036,3671,555,18707,670,293,43.7,329,49.1,10059,51385,25725,493,324,102,576,305,11406,1041
Santa Clara,25,44.6,34.0,16921,1868,6093,7374,3649,558,16917,519,232,44.7,252,48.6,8366,41893,21229,401,302,87,520,229,9475,858
Sporting CP,34,60.1,34.0,22870,1522,5409,11230,6468,1102,22857,774,363,46.9,371,47.9,14600,72222,39619,797,502,286,515,281,16235,1767
Vitória,31,56.7,34.0,21137,1816,6164,9918,5231,715,21134,479,197,41.1,248,51.8,11325,53316,27135,504,393,95,512,262,13973,1526
