Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
vs Arouca,28,47.7,34.0,18571,2007,6460,7915,4389,718,18562,600,268,44.7,282,47.0,9521,49118,25086,488,329,116,491,270,11282,1177
vs AVS Futebol,33,56.0,34.0,21431,1919,6788,9737,5067,809,21427,602,252,41.9,308,51.2,11773,58212,28549,573,377,135,537,254,14160,1434
vs Benfica,35,42.0,34.0,17873,2665,7737,7456,2894,387,17869,616,255,41.4,332,53.9,9000,47114,23308,441,330,84,608,294,10380,805
vs Boavista,32,59.7,34.0,22023,2070,7196,10032,4992,773,22017,636,302,47.5,299,47.0,12605,61060,31149,522,373,156,517,266,14811,1526
vs Braga,35,43.2,34.0,18271,2377,6929,8167,3389,498,18268,597,265,44.4,292,48.9,9509,48364,24652,435,308,107,525,279,10934,942
vs Casa Pia,32,53.3,34.0,19745,1754,5703,9188,5053,689,19737,490,208,42.4,258,52.7,10791,54225,27357,527,400,116,517,239,12568,1299
vs Estoril,28,51.1,34.0,19861,2027,6678,9524,3886,656,19853,555,232,41.8,279,50.3,10909,52106,25244,509,318,129,570,251,12419,1075
vs Estrela,40,55.2,34.0,19531,1697,5906,9250,4551,669,19524,619,263,42.5,312,50.4,10319,50009,24643,449,320,108,624,301,12005,1206
vs Famalicão,31,49.6,34.0,18905,1983,6431,8432,4230,611,18900,568,256,45.1,272,47.9,10050,48680,24176,415,329,112,542,288,11607,1087
vs Farense,37,58.7,34.0,20743,1911,6231,9500,5245,775,20735,603,278,46.1,282,46.8,11412,60858,31447,610,457,149,575,307,13062,1394
vs Gil Vicente FC,34,49.4,34.0,19485,1801,5891,8947,4826,639,19478,560,219,39.1,309,55.2,10536,50071,24340,458,343,105,537,233,12423,1309
vs Moreirense,31,52.5,34.0,19858,1657,6103,8981,4948,659,19853,552,250,45.3,275,49.8,10753,52297,26216,435,334,98,532,272,12713,1319
vs Nacional,31,52.5,34.0,18514,1871,5923,8277,4509,748,18503,576,261,45.3,280,48.6,9852,51310,27045,524,333,139,521,275,11235,1282
vs Porto,32,38.3,34.0,15701,2205,6491,6521,2837,434,15693,492,212,43.1,238,48.4,7939,37554,18031,332,233,69,500,234,8993,788
vs Rio Ave,36,52.3,34.0,20071,1760,6344,8993,4932,804,20068,646,293,45.4,325,50.3,10955,52852,27113,544,357,140,524,272,12701,1351
vs Santa Clara,25,55.4,34.0,19989,1848,6062,9513,4579,494,19983,557,251,45.1,262,47.0,11187,54894,27002,426,371,68,586,297,12648,1265
vs Sporting CP,34,39.9,34.0,16483,2450,6632,6884,3136,407,16479,495,186,37.6,277,56.0,8397,41049,19147,355,266,51,509,268,9628,839
vs Vitória,31,43.4,34.0,17230,2303,6971,6936,3492,501,17223,546,228,41.8,283,51.8,8372,41463,20317,364,231,90,500,245,10003,922
