Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Arouca,28,34.0,89,5,2,497,434,64,615,297,350,9,9,2,1413,416,436,48.8
AVS Futebol,33,34.0,106,5,4,480,419,47,538,303,365,5,4,1,1382,564,469,54.6
Benfica,35,34.0,64,0,0,400,389,86,716,311,377,8,4,0,1646,485,390,55.4
Boavista,32,34.0,92,10,3,433,473,87,578,313,329,4,6,3,1332,486,503,49.1
Braga,35,34.0,69,4,2,483,400,68,747,280,323,5,3,1,1507,467,499,48.3
Casa Pia,32,34.0,92,5,2,504,391,41,511,297,303,4,8,1,1398,499,506,49.7
Estoril,28,34.0,83,2,0,540,459,41,456,324,327,5,8,0,1495,482,534,47.4
Estrela,40,34.0,102,3,2,521,534,69,511,306,373,3,7,2,1354,514,555,48.1
Famalicão,31,34.0,76,2,0,476,530,41,632,296,353,5,5,1,1428,527,478,52.4
Farense,37,34.0,91,4,2,517,445,66,629,327,365,3,8,2,1300,598,629,48.7
Gil Vicente FC,34,34.0,72,5,2,394,516,50,451,310,341,2,7,1,1321,431,452,48.8
Moreirense,31,34.0,84,2,1,497,518,56,463,283,311,2,5,0,1266,499,559,47.2
Nacional,31,34.0,83,5,3,458,446,56,608,287,383,4,11,0,1464,502,504,49.9
Porto,32,34.0,92,4,1,483,438,48,671,253,275,8,8,1,1375,436,424,50.7
Rio Ave,36,34.0,79,5,2,458,453,93,469,312,366,3,3,5,1468,384,416,48.0
Santa Clara,25,34.0,117,5,4,565,426,63,522,288,326,4,6,0,1329,547,516,51.5
Sporting CP,34,34.0,68,6,2,391,470,37,629,252,332,8,4,2,1551,365,322,53.1
Vitória,31,34.0,86,1,0,497,464,55,831,267,332,3,7,0,1388,470,473,49.8
