Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
Squad,# Pl,Age,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
Arouca,28,25.3,34,3060,90,100,34.0,374,82,210,161,18,138,1.12,35,49,-14,-0.41,40.7,46.6,-6.0,-0.18
AVS Futebol,33,27.4,34,3060,90,100,34.0,374,80,207,165,22,135,0.79,25,60,-35,-1.03,31.7,55.0,-23.3,-0.68
Benfica,35,25.8,34,3060,90,100,34.0,374,82,213,162,18,145,2.35,84,28,56,1.65,78.8,29.2,49.5,1.46
Boavista,32,27.5,34,3060,90,100,34.0,374,83,245,124,19,171,0.71,24,59,-35,-1.03,32.1,56.2,-24.0,-0.71
Braga,35,25.7,34,3060,90,100,34.0,374,81,218,153,22,152,1.94,55,30,25,0.74,51.3,34.2,17.1,0.5
Casa Pia,32,26.8,34,3060,90,100,34.0,374,82,202,167,17,139,1.32,39,44,-5,-0.15,33.3,45.1,-11.8,-0.35
Estoril,28,25.2,34,3060,90,100,34.0,374,81,222,152,21,154,1.35,48,53,-5,-0.15,41.3,58.2,-16.9,-0.5
Estrela,40,26.9,34,3060,90,100,34.0,374,80,204,167,22,138,0.85,24,50,-26,-0.76,29.4,45.7,-16.3,-0.48
Famalicão,31,24.3,34,3060,90,100,34.0,374,83,232,141,18,165,1.38,44,39,5,0.15,39.1,43.0,-3.9,-0.12
Farense,37,27.3,34,3060,90,100,34.0,374,82,205,166,18,140,0.79,25,46,-21,-0.62,30.5,51.4,-20.9,-0.61
Gil Vicente FC,34,25.5,34,3060,90,100,34.0,374,82,217,153,18,151,1.0,34,47,-13,-0.38,33.8,42.1,-8.3,-0.24
Moreirense,31,26.7,34,3060,90,100,34.0,374,81,209,163,21,140,1.18,42,50,-8,-0.24,33.4,39.5,-6.1,-0.18
Nacional,31,25.3,34,3060,90,100,34.0,374,81,213,159,22,147,1.0,32,50,-18,-0.53,37.8,48.2,-10.4,-0.31
Porto,32,24.2,34,3060,90,100,34.0,374,82,210,162,18,147,2.09,65,30,35,1.03,56.5,30.4,26.1,0.77
Rio Ave,36,25.0,34,3060,90,100,34.0,374,81,211,161,21,144,1.12,39,55,-16,-0.47,38.9,54.4,-15.5,-0.46
Santa Clara,25,26.5,34,3060,90,100,34.0,374,82,208,161,18,144,1.68,36,32,4,0.12,42.6,32.9,9.7,0.28
Sporting CP,34,23.9,34,3060,90,100,34.0,374,82,216,154,19,150,2.41,88,27,61,1.79,72.2,23.4,48.8,1.43
Vitória,31,26.5,34,3060,90,100,34.0,374,82,207,167,18,139,1.59,47,37,10,0.29,44.6,32.4,12.2,0.36
