Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper
Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
vs Atlético Mineiro,2,14.0,16,1,2,5,2,16.6,0.25,2.6,0.19,56,177,31.6,295,47,37.6,35.8,125,52.8,42.5,235,10,4.3,4,0.29,9.4
vs Bahia,2,14.0,17,2,0,0,1,16.2,0.3,0.2,0.02,38,133,28.6,225,38,42.7,37.1,111,33.3,31.7,188,11,5.9,23,1.64,16.8
vs Botafogo (RJ),1,14.0,17,1,0,1,0,19.8,0.27,2.8,0.2,57,163,35.0,348,67,33.6,33.0,114,40.4,34.5,204,17,8.3,9,0.64,11.9
vs Ceará,2,14.0,14,1,0,2,0,15.3,0.29,1.3,0.1,50,125,40.0,289,52,32.9,31.6,93,32.3,31.0,207,15,7.2,8,0.57,11.7
vs Corinthians,2,15.0,15,1,0,2,1,17.3,0.33,3.3,0.22,40,152,26.3,235,31,45.5,38.0,109,41.3,35.2,210,6,2.9,11,0.73,13.5
vs Cruzeiro,2,15.0,27,1,0,5,1,23.2,0.28,-2.8,-0.19,59,144,41.0,341,72,31.4,33.5,120,30.8,30.1,224,8,3.6,15,1.0,14.9
vs Flamengo,1,14.0,27,2,0,2,0,26.6,0.29,-0.4,-0.03,55,148,37.2,363,53,32.2,32.6,101,30.7,30.8,215,11,5.1,8,0.57,13.3
vs Fluminense,1,13.0,15,1,0,1,1,14.3,0.27,0.3,0.03,40,137,29.2,279,42,34.4,33.6,106,38.7,34.1,183,6,3.3,11,0.85,13.4
vs Fortaleza,3,14.0,13,2,0,3,0,14.9,0.26,1.9,0.13,53,158,33.5,308,46,37.0,33.5,109,40.4,35.0,241,7,2.9,11,0.79,14.5
vs Grêmio,1,14.0,14,2,0,1,1,17.0,0.26,4.0,0.29,36,101,35.6,294,53,25.9,30.0,82,30.5,32.3,174,3,1.7,25,1.79,17.4
vs Internacional,2,14.0,14,1,0,4,0,16.6,0.25,2.6,0.18,68,161,42.2,318,64,40.3,35.6,103,32.0,30.9,222,13,5.9,10,0.71,13.4
vs Juventude,2,13.0,10,0,0,1,0,7.6,0.21,-2.4,-0.18,42,137,30.7,281,43,38.4,35.7,93,31.2,33.0,157,4,2.5,12,0.92,15.8
vs Mirassol,2,13.0,21,4,1,2,1,21.1,0.29,1.1,0.08,56,124,45.2,270,51,34.4,34.4,93,33.3,31.1,167,8,4.8,12,0.92,14.4
vs Palmeiras,1,13.0,16,2,0,2,1,15.0,0.27,0.0,0.0,50,137,36.5,269,29,37.2,35.6,121,30.6,29.3,222,9,4.1,4,0.31,10.7
vs RB Bragantino,2,15.0,18,1,1,5,0,16.4,0.26,-1.6,-0.1,52,174,29.9,369,70,31.2,33.2,132,44.7,38.5,200,9,4.5,18,1.2,15.7
vs Santos,1,14.0,12,1,0,1,1,11.5,0.3,0.5,0.04,37,122,30.3,265,46,33.2,33.8,95,35.8,32.9,199,11,5.5,9,0.64,11.3
vs São Paulo,1,15.0,14,2,0,2,0,16.4,0.29,2.4,0.16,59,154,38.3,337,62,32.3,33.8,104,43.3,37.9,201,12,6.0,7,0.47,12.6
vs Sport Recife,2,13.0,5,0,0,1,1,11.7,0.23,7.7,0.59,55,165,33.3,285,46,41.1,36.4,107,44.9,38.2,205,8,3.9,2,0.15,9.3
vs Vasco da Gama,1,14.0,15,0,0,2,0,18.6,0.28,3.6,0.25,51,144,35.4,262,44,40.8,37.0,95,38.9,34.8,258,14,5.4,9,0.64,12.0
vs Vitória,2,15.0,11,0,0,4,0,13.0,0.22,2.0,0.13,38,124,30.6,307,66,29.3,31.8,95,35.8,34.4,231,11,4.8,23,1.53,14.9
