Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
Squad,# Pl,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Atlético Mineiro,28,14.0,36,2,2,198,184,30,280,152,153,1,0,1,625,188,179,51.2
Bahia,27,14.0,33,2,1,169,164,18,247,103,146,2,3,0,534,166,182,47.7
Botafogo (RJ),30,14.0,30,1,0,196,154,17,255,100,150,0,0,0,548,182,175,51.0
Ceará,27,14.0,31,0,0,193,204,35,252,98,146,0,2,0,522,217,240,47.5
Corinthians,30,15.0,45,0,0,201,220,24,268,119,148,1,3,0,592,151,138,52.2
Cruzeiro,30,15.0,37,2,0,221,192,25,284,119,180,3,1,0,623,168,187,47.3
Flamengo,25,14.0,22,1,0,177,171,18,262,96,146,3,2,0,576,155,145,51.7
Fluminense,29,13.0,21,0,0,141,190,9,240,83,132,1,0,0,484,165,164,50.2
Fortaleza,35,14.0,38,4,2,183,159,34,304,111,150,1,1,1,515,179,179,50.0
Grêmio,31,14.0,43,1,1,189,179,13,215,131,173,2,4,0,521,219,173,55.9
Internacional,32,14.0,25,2,1,194,148,23,282,112,174,0,1,2,602,188,191,49.6
Juventude,33,13.0,33,0,0,179,186,26,195,108,123,0,4,1,475,162,179,47.5
Mirassol,28,13.0,35,1,0,169,173,26,217,119,132,4,2,0,544,171,171,50.0
Palmeiras,27,13.0,29,0,0,190,202,25,283,96,145,2,2,0,535,171,192,47.1
RB Bragantino,26,15.0,39,2,1,192,203,19,269,137,163,1,0,1,641,202,188,51.8
Santos,32,14.0,39,2,2,198,195,25,248,114,175,0,2,0,548,197,160,55.2
São Paulo,29,15.0,46,1,0,221,197,15,257,133,166,4,3,1,624,196,204,49.0
Sport Recife,34,13.0,31,0,0,183,150,25,271,116,134,0,4,1,565,193,180,51.7
Vasco da Gama,28,14.0,29,1,0,190,171,13,315,96,143,0,0,3,535,170,162,51.2
Vitória,29,15.0,40,2,0,242,186,26,310,120,133,0,0,0,588,184,231,44.3
