Unnamed: 0_level_0,Unnamed: 1_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
Squad,# Pl,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
vs Atlético Mineiro,2,14,14,1260,14.0,16,1.14,67,53,77.6,4,5,5,4,28.6,1,1,0,0,0.0
vs Bahia,2,14,14,1260,14.0,17,1.21,50,34,70.0,3,4,7,3,21.4,2,2,0,0,0.0
vs Botafogo (RJ),1,14,14,1260,14.0,17,1.21,72,55,77.8,3,4,7,6,42.9,1,1,0,0,0.0
vs Ceará,2,14,14,1260,14.0,14,1.0,50,36,74.0,6,3,5,5,35.7,1,1,0,0,0.0
vs Corinthians,2,15,15,1350,15.0,15,1.0,48,33,70.8,6,4,5,6,40.0,2,1,1,0,50.0
vs Cruzeiro,2,15,15,1350,15.0,27,1.8,74,46,64.9,2,3,10,4,26.7,3,1,2,0,66.7
vs Flamengo,1,14,14,1260,14.0,27,1.93,82,54,69.5,2,3,9,3,21.4,3,2,1,0,33.3
vs Fluminense,1,13,13,1170,13.0,15,1.15,52,38,73.1,5,2,6,4,30.8,1,1,0,0,0.0
vs Fortaleza,3,14,14,1260,14.0,13,0.93,49,35,77.6,7,5,2,7,50.0,3,2,1,0,33.3
vs Grêmio,1,14,14,1260,14.0,14,1.0,58,45,79.3,5,5,4,2,14.3,2,2,0,0,0.0
vs Internacional,2,14,14,1260,14.0,14,1.0,63,49,79.4,5,5,4,5,35.7,1,1,0,0,0.0
vs Juventude,2,13,13,1170,13.0,10,0.77,36,26,72.2,8,2,3,7,53.8,0,0,0,0,
vs Mirassol,2,13,13,1170,13.0,21,1.62,60,39,71.7,2,6,5,1,7.7,5,4,1,0,20.0
vs Palmeiras,1,13,13,1170,13.0,16,1.23,49,33,71.4,3,2,8,3,23.1,3,2,1,0,33.3
vs RB Bragantino,2,15,15,1350,15.0,18,1.2,62,44,72.6,4,3,8,2,13.3,1,1,0,0,0.0
vs Santos,1,14,14,1260,14.0,12,0.86,35,23,68.6,8,2,4,6,42.9,1,1,0,0,0.0
vs São Paulo,1,15,15,1350,15.0,14,0.93,49,34,75.5,5,7,3,6,40.0,4,2,1,1,33.3
vs Sport Recife,2,13,13,1170,13.0,5,0.38,52,48,90.4,10,3,0,8,61.5,0,0,0,0,
vs Vasco da Gama,1,14,14,1260,14.0,15,1.07,66,51,77.3,8,2,4,6,42.9,0,0,0,0,
vs Vitória,2,15,15,1350,15.0,11,0.73,59,48,81.4,6,6,3,7,46.7,0,0,0,0,
