Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 17_level_0,Unnamed: 18_level_0,Expected,Expected,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0
Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
vs Atlético Mineiro,28,14.0,4120,5389,76.5,76249,30325,1774,2037,87.1,1720,2094,82.1,516,993,52.0,7,10.2,9.5,-3.2,127,329,82,28,422
vs Bahia,27,14.0,4980,6117,81.4,87265,29216,2209,2483,89.0,2202,2489,88.5,457,847,54.0,7,11.1,10.9,-4.1,127,491,85,33,555
vs Botafogo (RJ),30,14.0,5560,6679,83.2,96675,34666,2629,2882,91.2,2262,2549,88.7,552,963,57.3,6,11.3,10.9,-5.3,129,388,73,22,493
vs Ceará,27,14.0,5741,7076,81.1,98979,33658,2672,2954,90.5,2387,2758,86.5,526,957,55.0,6,10.1,11.5,-4.1,122,510,107,38,595
vs Corinthians,30,15.0,4797,5978,80.2,83159,29167,2223,2503,88.8,2007,2309,86.9,452,882,51.2,12,11.2,10.4,0.8,119,361,86,21,436
vs Cruzeiro,30,15.0,5832,7177,81.3,105139,36376,2599,2897,89.7,2442,2795,87.4,645,1107,58.3,9,10.1,12.8,-1.1,150,475,116,44,600
vs Flamengo,25,14.0,4271,5309,80.4,78655,27381,1784,2008,88.8,1946,2194,88.7,463,871,53.2,4,4.9,5.5,-0.9,80,273,52,24,332
vs Fluminense,29,13.0,4725,5816,81.2,83117,27492,2120,2356,90.0,2058,2350,87.6,454,836,54.3,11,8.4,8.6,2.6,98,385,64,13,452
vs Fortaleza,35,14.0,5613,6851,81.9,97276,34022,2566,2842,90.3,2378,2714,87.6,529,938,56.4,16,15.7,14.2,0.3,135,419,93,23,541
vs Grêmio,31,14.0,5874,7114,82.6,105399,35442,2427,2691,90.2,2732,3116,87.7,575,986,58.3,12,13.5,15.1,-1.5,150,522,112,33,592
vs Internacional,32,14.0,4918,6135,80.2,91026,32729,2025,2297,88.2,2185,2499,87.4,576,958,60.1,14,11.9,9.9,2.1,120,378,81,32,420
vs Juventude,33,13.0,5162,6276,82.2,95550,32043,2149,2380,90.3,2369,2672,88.7,565,989,57.1,21,16.8,14.4,4.2,163,432,115,31,528
vs Mirassol,28,13.0,5249,6472,81.1,94925,30981,2209,2476,89.2,2375,2700,88.0,535,972,55.0,12,10.4,10.1,1.6,134,436,111,29,523
vs Palmeiras,27,13.0,4448,5534,80.4,78796,30526,2001,2235,89.5,1839,2099,87.6,470,847,55.5,8,7.4,6.9,0.6,88,352,71,23,425
vs RB Bragantino,26,15.0,6121,7561,81.0,110602,37962,2527,2853,88.6,2822,3202,88.1,614,1121,54.8,10,12.7,14.9,-2.7,162,496,137,49,633
vs Santos,32,14.0,5607,6776,82.7,99483,32794,2380,2642,90.1,2548,2858,89.2,543,922,58.9,13,12.6,12.1,0.4,154,509,100,28,607
vs São Paulo,29,15.0,5733,7063,81.2,100771,35754,2600,2869,90.6,2432,2785,87.3,568,1036,54.8,10,12.0,12.9,-2.0,152,446,99,34,509
vs Sport Recife,34,13.0,5048,6234,81.0,90612,31877,2149,2413,89.1,2294,2637,87.0,495,892,55.5,13,11.6,11.3,1.4,126,375,87,32,476
vs Vasco da Gama,28,14.0,5008,6136,81.6,88969,30916,2191,2438,89.9,2169,2481,87.4,517,908,56.9,14,16.8,16.3,-2.8,144,444,108,35,476
vs Vitória,29,15.0,6793,8145,83.4,120482,40364,2966,3284,90.3,3048,3413,89.3,639,1097,58.2,10,13.3,14.7,-3.3,166,658,131,44,709
